"BioClimVar","Sys ID","CEC ID","Time_Frame_ID","Statistic.x","Value","SourceData","ScoreDate","X","ecoregion","NS.Map.Value.code","system_name","SqKM_system_ecoregion","type","ELCODE","ELSF_CD","BPS_area_system_sq_KM","percent_of_Total_Distribution","Statistic.y","Percent_ecoregion_affected","Bioclim.Variable","Units"
"bio13",722850,"6.2.13",1,"mean zscore",-1.26,"MACA_45_CEMML","3/28/2021",333,"Wasatch and Uinta Mountains",7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1148.58,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland","CES306.823",4238,15486.9894,0.0742,"percent area",91.1,"Precipitation of Wettest Month","mm"
"bio13",722984,"6.2.10",1,"mean delta",-36.7,"MACA_45_CEMML","3/28/2021",195,"Middle Rockies",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",5226.1281,"Northwestern Great Plains Mixedgrass Prairie","CES303.674",7114,425532.0987,0.0123,"percent area",2.68,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.3.2",1,"max delta",-52.2,"MACA_45_CEMML","3/28/2021",167,"Interior River Valleys and Hills",7313,"North_Central_Interior_Beech_Maple_Forest_",499.041,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,0.006,"percent area",96.3,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.1.1",1,"mean zscore",-1.11,"MACA_45_CEMML","3/28/2021",129,"Eastern Great Lakes and Hudson Lowlands",7313,"North_Central_Interior_Beech_Maple_Forest_",810.3645,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,0.0097,"percent area",65.2,"Precipitation of Wettest Month","mm"
"bio13",722663,"8.1.1",1,"min delta",-51.9,"MACA_45_CEMML","3/28/2021",130,"Eastern Great Lakes and Hudson Lowlands",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",261.8649,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0018,"percent area",70.5,"Precipitation of Wettest Month","mm"
"bio13",722894,"10.1.6",1,"mean delta",-30.7,"MACA_45_CEMML","3/28/2021",99,"Colorado Plateaus",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",145.1358,"Inter Mountain Basins Big Sagebrush Steppe","CES304.778",5454,181241.4852,8e-04,"percent area",97.32,"Precipitation of Wettest Month","mm"
"bio13",722663,"8.2.3",1,"min delta",-76.1,"MACA_45_CEMML","3/28/2021",68,"Central Corn Belt Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",17750.5668,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.1254,"percent area",61.4,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.9",1,"mean delta",-22.4,"MACA_45_CEMML","3/28/2021",34,"Blue Mountains",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",5362.7751,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.019,"percent area",54.17,"Precipitation of Wettest Month","mm"
"bio13",722986,"13.1.1",1,"mean delta",-36.6,"MACA_45_CEMML","3/28/2021",3,"Arizona/New Mexico Mountains",7149,"Western_Great_Plains_Shortgrass_Prairie",450.4491,"Western Great Plains Shortgrass Prairie","CES303.672",7122,259073.154,0.0017,"percent area",53.3,"Precipitation of Wettest Month","mm"
"bio13",722887,"9.3.3",1,"mean",79.8,"MACA_45_CEMML","3/28/2021",262,"Northwestern Great Plains",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",2835.8991,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0332,"percent area",2.24,"Precipitation of Wettest Month","mm"
"bio13",722855,"6.2.13",1,"mean",69.9,"MACA_45_CEMML","3/28/2021",344,"Wasatch and Uinta Mountains",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",4243.8816,"Rocky Mountain Gambel Oak Mixed Montane Shrubland","CES306.818",5313,19905.7419,0.2132,"percent area",92.2,"Precipitation of Wettest Month","mm"
"bio13",722887,"9.3.3",1,"mean delta",-29.8,"MACA_45_CEMML","3/28/2021",262,"Northwestern Great Plains",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",2835.8991,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0332,"percent area",2.24,"Precipitation of Wettest Month","mm"
"bio13",722887,"6.2.8",1,"mean zscore",-1.13,"MACA_45_CEMML","3/28/2021",119,"Eastern Cascades Slopes and Foothills",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",805.8366,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0094,"percent area",19.29,"Precipitation of Wettest Month","mm"
"bio13",722888,"6.2.8",1,"mean delta",-28.6,"MACA_45_CEMML","3/28/2021",122,"Eastern Cascades Slopes and Foothills",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",82.2879,"Inter Mountain Basins Mixed Salt Desert Scrub","CES304.784",5258,96871.1967,8e-04,"percent area",73.13,"Precipitation of Wettest Month","mm"
"bio13",722663,"8.2.1",1,"mean zscore",-1.55,"MACA_45_CEMML","3/28/2021",295,"Southeastern Wisconsin Till Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",3715.065,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0262,"percent area",99.7,"Precipitation of Wettest Month","mm"
"bio13",797980,"9.4.1",1,"min delta",-40.8,"MACA_45_CEMML","3/28/2021",139,"High Plains",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",205.6428,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.0053,"percent area",16.4,"Precipitation of Wettest Month","mm"
"bio13",722894,"9.3.1",1,"mean",67.9,"MACA_45_CEMML","3/28/2021",246,"Northwestern Glaciated Plains",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",5542.7247,"Inter Mountain Basins Big Sagebrush Steppe","CES304.778",5454,181241.4852,0.0306,"percent area",1.16,"Precipitation of Wettest Month","mm"
"bio13",722894,"9.3.1",1,"max delta",-23.7,"MACA_45_CEMML","3/28/2021",246,"Northwestern Glaciated Plains",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",5542.7247,"Inter Mountain Basins Big Sagebrush Steppe","CES304.778",5454,181241.4852,0.0306,"percent area",1.16,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.2.3",1,"mean",115.6,"MACA_45_CEMML","3/28/2021",70,"Central Corn Belt Plains",7313,"North_Central_Interior_Beech_Maple_Forest_",60.6852,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,7e-04,"percent area",82.4,"Precipitation of Wettest Month","mm"
"bio13",722953,"8.5.2",1,"min delta",-101.5,"MACA_45_CEMML","3/28/2021",200,"Mississippi Alluvial Plain",7364,"Ozark_Ouachita_Dry_Oak_Woodland",377.9784,"Ozark Ouachita Dry Oak Woodland","CES202.707",4306,58336.0137,0.0065,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722663,"8.3.2",1,"mean delta",-57.7,"MACA_45_CEMML","3/28/2021",169,"Interior River Valleys and Hills",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",28015.9317,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.1978,"percent area",92.8,"Precipitation of Wettest Month","mm"
"bio13",797980,"10.2.1",1,"mean",63.6,"MACA_45_CEMML","3/28/2021",206,"Mojave Basin and Range",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",123.2172,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.0032,"percent area",44.1,"Precipitation of Wettest Month","mm"
"bio13",722856,"9.4.1",1,"mean zscore",-1.06,"MACA_45_CEMML","3/28/2021",143,"High Plains",7147,"Western_Great_Plains_Foothill_and_Piedmont_Grassland",1014.3711,"Western Great Plains Foothill and Piedmont Grassland","CES303.817",7120,12692.0763,0.0799,"percent area",7.14,"Precipitation of Wettest Month","mm"
"bio13",722976,"8.1.5",1,"mean delta",-63.9,"MACA_45_CEMML","3/28/2021",117,"Driftless Area",7421,"Central_Tallgrass_Prairie",7499.2716,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.031,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.14",1,"min delta",-68.2,"MACA_45_CEMML","3/28/2021",305,"Southern Rockies",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",7526.6658,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.0266,"percent area",50.62,"Precipitation of Wettest Month","mm"
"bio13",722896,"6.2.12",1,"max delta",-124.8,"MACA_45_CEMML","3/28/2021",277,"Sierra Nevada",7061,"Inter_Mountain_Basins_Aspen_Mixed_Conifer_Forest_and_Woodland",71.5068,"Inter Mountain Basins Aspen Mixed Conifer Forest and Woodland","CES304.776",4302,27965.5092,0.0026,"percent area",3.79,"Precipitation of Wettest Month","mm"
"bio13",722974,"8.4.5",1,"max delta",-47.7,"MACA_45_CEMML","3/28/2021",266,"Ozark Highlands",7423,"Southeastern_Great_Plains_Tallgrass_Prairie",4772.6739,"Southeastern Great Plains Tallgrass Prairie","CES205.685",7136,108029.6757,0.0442,"percent area",90.74,"Precipitation of Wettest Month","mm"
"bio13",722855,"9.4.1",1,"mean delta",-39.4,"MACA_45_CEMML","3/28/2021",140,"High Plains",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",98.982,"Rocky Mountain Gambel Oak Mixed Montane Shrubland","CES306.818",5313,19905.7419,0.005,"percent area",71.8,"Precipitation of Wettest Month","mm"
"bio13",722899,"6.2.13",1,"mean zscore",-1.34,"MACA_45_CEMML","3/28/2021",335,"Wasatch and Uinta Mountains",7019,"Great_Basin_Pinyon_Juniper_Woodland",80.2791,"Great Basin Pinyon Juniper Woodland","CES304.773",4206,22745.7234,0.0035,"percent area",30,"Precipitation of Wettest Month","mm"
"bio13",722895,"9.3.3",1,"min delta",-35.9,"MACA_45_CEMML","3/28/2021",254,"Northwestern Great Plains",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",2934.6705,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.0104,"percent area",3.56,"Precipitation of Wettest Month","mm"
"bio13",722887,"6.2.15",1,"min delta",-80.9,"MACA_45_CEMML","3/28/2021",158,"Idaho Batholith",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",5784.7527,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0677,"percent area",49.07,"Precipitation of Wettest Month","mm"
"bio13",722894,"10.1.3",1,"mean zscore",-1.33,"MACA_45_CEMML","3/28/2021",235,"Northern Basin and Range",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",32139.2691,"Inter Mountain Basins Big Sagebrush Steppe","CES304.778",5454,181241.4852,0.1773,"percent area",81.88,"Precipitation of Wettest Month","mm"
"bio13",722887,"6.2.12",1,"mean delta",-128.6,"MACA_45_CEMML","3/28/2021",273,"Sierra Nevada",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",720.3411,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0084,"percent area",5.14,"Precipitation of Wettest Month","mm"
"bio13",722976,"8.2.4",1,"max delta",-46.3,"MACA_45_CEMML","3/28/2021",126,"Eastern Corn Belt Plains",7421,"Central_Tallgrass_Prairie",1681.5033,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.007,"percent area",21.9,"Precipitation of Wettest Month","mm"
"bio13",797980,"10.1.7",1,"mean delta",-30.3,"MACA_45_CEMML","3/28/2021",21,"Arizona/New Mexico Plateau",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",1403.0739,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.0361,"percent area",28.3,"Precipitation of Wettest Month","mm"
"bio13",797980,"10.1.7",1,"mean zscore",-1.12,"MACA_45_CEMML","3/28/2021",21,"Arizona/New Mexico Plateau",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",1403.0739,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.0361,"percent area",28.3,"Precipitation of Wettest Month","mm"
"bio13",722984,"9.4.1",1,"mean zscore",-1.06,"MACA_45_CEMML","3/28/2021",142,"High Plains",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",9731.8746,"Northwestern Great Plains Mixedgrass Prairie","CES303.674",7114,425532.0987,0.0229,"percent area",6.43,"Precipitation of Wettest Month","mm"
"bio13",722848,"6.2.14",1,"max delta",-18,"MACA_45_CEMML","3/28/2021",303,"Southern Rockies",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",4853.7468,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","CES306.825",4239,8992.6605,0.5397,"percent area",65,"Precipitation of Wettest Month","mm"
"bio13",722984,"6.2.10",1,"max delta",-32.5,"MACA_45_CEMML","3/28/2021",195,"Middle Rockies",7141,"Northwestern_Great_Plains_Mixedgrass_Prairie",5226.1281,"Northwestern Great Plains Mixedgrass Prairie","CES303.674",7114,425532.0987,0.0123,"percent area",2.68,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.2.4",1,"min delta",-67.5,"MACA_45_CEMML","3/28/2021",127,"Eastern Corn Belt Plains",7313,"North_Central_Interior_Beech_Maple_Forest_",39759.8625,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,0.4771,"percent area",32,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.8",1,"mean zscore",-1.12,"MACA_45_CEMML","3/28/2021",120,"Eastern Cascades Slopes and Foothills",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",5231.1501,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.0185,"percent area",16.04,"Precipitation of Wettest Month","mm"
"bio13",722850,"6.2.13",1,"min delta",-107.7,"MACA_45_CEMML","3/28/2021",333,"Wasatch and Uinta Mountains",7051,"Southern_Rocky_Mountain_Dry_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1148.58,"Southern Rocky Mountain Dry Mesic Montane Mixed Conifer Forest and Woodland","CES306.823",4238,15486.9894,0.0742,"percent area",91.1,"Precipitation of Wettest Month","mm"
"bio13",722663,"9.2.4",1,"mean zscore",-1.41,"MACA_45_CEMML","3/28/2021",80,"Central Irregular Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",7833.2022,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0553,"percent area",99.9,"Precipitation of Wettest Month","mm"
"bio13",722855,"10.1.6",1,"mean delta",-35.6,"MACA_45_CEMML","3/28/2021",97,"Colorado Plateaus",7107,"Rocky_Mountain_Gambel_Oak_Mixed_Montane_Shrubland",5005.6947,"Rocky Mountain Gambel Oak Mixed Montane Shrubland","CES306.818",5313,19905.7419,0.2515,"percent area",79.3,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.1.1",1,"mean",108.5,"MACA_45_CEMML","3/28/2021",129,"Eastern Great Lakes and Hudson Lowlands",7313,"North_Central_Interior_Beech_Maple_Forest_",810.3645,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,0.0097,"percent area",65.2,"Precipitation of Wettest Month","mm"
"bio13",722663,"9.2.4",1,"mean",136.2,"MACA_45_CEMML","3/28/2021",80,"Central Irregular Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",7833.2022,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0553,"percent area",99.9,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.8",1,"mean delta",-31.6,"MACA_45_CEMML","3/28/2021",120,"Eastern Cascades Slopes and Foothills",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",5231.1501,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.0185,"percent area",16.04,"Precipitation of Wettest Month","mm"
"bio13",797980,"13.1.1",1,"min delta",-70.4,"MACA_45_CEMML","3/28/2021",4,"Arizona/New Mexico Mountains",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",19014.4341,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.4888,"percent area",14.8,"Precipitation of Wettest Month","mm"
"bio13",722848,"10.1.6",1,"mean delta",-41.7,"MACA_45_CEMML","3/28/2021",89,"Colorado Plateaus",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",361.0494,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","CES306.825",4239,8992.6605,0.0401,"percent area",83.4,"Precipitation of Wettest Month","mm"
"bio13",722887,"6.2.8",1,"min delta",-61,"MACA_45_CEMML","3/28/2021",119,"Eastern Cascades Slopes and Foothills",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",805.8366,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0094,"percent area",19.29,"Precipitation of Wettest Month","mm"
"bio13",722887,"6.2.8",1,"mean",68.2,"MACA_45_CEMML","3/28/2021",119,"Eastern Cascades Slopes and Foothills",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",805.8366,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0094,"percent area",19.29,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.9",1,"mean zscore",-1.2,"MACA_45_CEMML","3/28/2021",34,"Blue Mountains",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",5362.7751,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.019,"percent area",54.17,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"max delta",-59.7,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",99.7,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.4.4",1,"mean delta",-70.1,"MACA_45_CEMML","3/28/2021",136,"Flint Hills",7421,"Central_Tallgrass_Prairie",2032.0713,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.0084,"percent area",99.7,"Precipitation of Wettest Month","mm"
"bio13",722894,"6.2.3",1,"min delta",-41.4,"MACA_45_CEMML","3/28/2021",104,"Columbia Mountains/Northern Rockies",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",874.9701,"Inter Mountain Basins Big Sagebrush Steppe","CES304.778",5454,181241.4852,0.0048,"percent area",38.71,"Precipitation of Wettest Month","mm"
"bio13",722663,"8.2.1",1,"mean",108.3,"MACA_45_CEMML","3/28/2021",295,"Southeastern Wisconsin Till Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",3715.065,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0262,"percent area",99.7,"Precipitation of Wettest Month","mm"
"bio13",722887,"10.1.2",1,"min delta",-47.2,"MACA_45_CEMML","3/28/2021",108,"Columbia Plateau",7126,"Inter_Mountain_Basins_Montane_Sagebrush_Steppe",1773.0009,"Inter Mountain Basins Montane Sagebrush Steppe","CES304.785",5455,85442.3397,0.0208,"percent area",19.17,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.2.3",1,"min delta",-76.1,"MACA_45_CEMML","3/28/2021",70,"Central Corn Belt Plains",7313,"North_Central_Interior_Beech_Maple_Forest_",60.6852,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,7e-04,"percent area",82.4,"Precipitation of Wettest Month","mm"
"bio13",722894,"10.1.4",1,"max delta",-13.1,"MACA_45_CEMML","3/28/2021",366,"Wyoming Basin",7125,"Inter_Mountain_Basins_Big_Sagebrush_Steppe",36768.1113,"Inter Mountain Basins Big Sagebrush Steppe","CES304.778",5454,181241.4852,0.2029,"percent area",20.5,"Precipitation of Wettest Month","mm"
"bio13",722663,"8.5.2",1,"mean delta",-77.7,"MACA_45_CEMML","3/28/2021",202,"Mississippi Alluvial Plain",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",54.6588,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,4e-04,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.12",1,"mean zscore",-1.19,"MACA_45_CEMML","3/28/2021",272,"Sierra Nevada",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",464.3973,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.0016,"percent area",2.31,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.2.4",1,"max delta",-33.7,"MACA_45_CEMML","3/28/2021",79,"Central Irregular Plains",7421,"Central_Tallgrass_Prairie",33288.2055,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.1378,"percent area",99.9,"Precipitation of Wettest Month","mm"
"bio13",722976,"9.2.4",1,"mean zscore",-1.42,"MACA_45_CEMML","3/28/2021",79,"Central Irregular Plains",7421,"Central_Tallgrass_Prairie",33288.2055,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.1378,"percent area",99.9,"Precipitation of Wettest Month","mm"
"bio13",722976,"8.2.3",1,"max delta",-32,"MACA_45_CEMML","3/28/2021",69,"Central Corn Belt Plains",7421,"Central_Tallgrass_Prairie",54324.4887,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.2248,"percent area",57.8,"Precipitation of Wettest Month","mm"
"bio13",722976,"8.2.3",1,"mean zscore",-1.14,"MACA_45_CEMML","3/28/2021",69,"Central Corn Belt Plains",7421,"Central_Tallgrass_Prairie",54324.4887,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,0.2248,"percent area",57.8,"Precipitation of Wettest Month","mm"
"bio13",722895,"6.2.14",1,"max delta",-14.4,"MACA_45_CEMML","3/28/2021",305,"Southern Rockies",7080,"Inter_Mountain_Basins_Big_Sagebrush_Shrubland",7526.6658,"Inter Mountain Basins Big Sagebrush Shrubland","CES304.777",5257,282536.1486,0.0266,"percent area",50.62,"Precipitation of Wettest Month","mm"
"bio13",797980,"10.2.1",1,"max delta",-36.5,"MACA_45_CEMML","3/28/2021",206,"Mojave Basin and Range",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",123.2172,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.0032,"percent area",44.1,"Precipitation of Wettest Month","mm"
"bio13",722848,"10.1.3",1,"min delta",-79,"MACA_45_CEMML","3/28/2021",230,"Northern Basin and Range",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",199.0008,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","CES306.825",4239,8992.6605,0.0221,"percent area",98.1,"Precipitation of Wettest Month","mm"
"bio13",797980,"9.4.3",1,"max delta",-24.7,"MACA_45_CEMML","3/28/2021",322,"Southwestern Tablelands",7054,"Southern_Rocky_Mountain_Ponderosa_Pine_Woodland",861.6294,"Southern Rocky Mountain Ponderosa Pine Woodland","CES306.648",4241,38899.4481,0.0222,"percent area",31.9,"Precipitation of Wettest Month","mm"
"bio13",722888,"6.2.14",1,"min delta",-40.5,"MACA_45_CEMML","3/28/2021",306,"Southern Rockies",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",212.3982,"Inter Mountain Basins Mixed Salt Desert Scrub","CES304.784",5258,96871.1967,0.0022,"percent area",32.72,"Precipitation of Wettest Month","mm"
"bio13",722898,"10.1.3",1,"mean zscore",-1.34,"MACA_45_CEMML","3/28/2021",233,"Northern Basin and Range",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",9304.2432,"Great Basin Xeric Mixed Sagebrush Shrubland","CES304.774",5256,62531.1171,0.1488,"percent area",83.3,"Precipitation of Wettest Month","mm"
"bio13",722898,"10.1.3",1,"mean delta",-28.5,"MACA_45_CEMML","3/28/2021",233,"Northern Basin and Range",7079,"Great_Basin_Xeric_Mixed_Sagebrush_Shrubland",9304.2432,"Great Basin Xeric Mixed Sagebrush Shrubland","CES304.774",5256,62531.1171,0.1488,"percent area",83.3,"Precipitation of Wettest Month","mm"
"bio13",722976,"8.5.2",1,"mean zscore",-1.39,"MACA_45_CEMML","3/28/2021",201,"Mississippi Alluvial Plain",7421,"Central_Tallgrass_Prairie",74.3175,"Central Tallgrass Prairie","CES205.683",7134,241651.1556,3e-04,"percent area",100,"Precipitation of Wettest Month","mm"
"bio13",722848,"10.1.3",1,"mean",85,"MACA_45_CEMML","3/28/2021",230,"Northern Basin and Range",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",199.0008,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","CES306.825",4239,8992.6605,0.0221,"percent area",98.1,"Precipitation of Wettest Month","mm"
"bio13",722986,"9.3.4",1,"mean",88,"MACA_45_CEMML","3/28/2021",214,"Nebraska Sand Hills",7149,"Western_Great_Plains_Shortgrass_Prairie",290.3931,"Western Great Plains Shortgrass Prairie","CES303.672",7122,259073.154,0.0011,"percent area",50,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.1.10",1,"mean delta",-46.4,"MACA_45_CEMML","3/28/2021",133,"Erie Drift Plain",7313,"North_Central_Interior_Beech_Maple_Forest_",10714.0158,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,0.1286,"percent area",74.4,"Precipitation of Wettest Month","mm"
"bio13",722888,"10.1.3",1,"mean",40.9,"MACA_45_CEMML","3/28/2021",239,"Northern Basin and Range",7081,"Inter_Mountain_Basins_Mixed_Salt_Desert_Scrub",1344.519,"Inter Mountain Basins Mixed Salt Desert Scrub","CES304.784",5258,96871.1967,0.0139,"percent area",81.56,"Precipitation of Wettest Month","mm"
"bio13",722848,"6.2.13",1,"mean delta",-50.3,"MACA_45_CEMML","3/28/2021",339,"Wasatch and Uinta Mountains",7052,"Southern_Rocky_Mountain_Mesic_Montane_Mixed_Conifer_Forest_and_Woodland",1656.9846,"Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland","CES306.825",4239,8992.6605,0.1843,"percent area",90.9,"Precipitation of Wettest Month","mm"
"bio13",722663,"9.2.4",1,"min delta",-81.5,"MACA_45_CEMML","3/28/2021",80,"Central Irregular Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",7833.2022,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0553,"percent area",99.9,"Precipitation of Wettest Month","mm"
"bio13",722966,"8.1.10",1,"min delta",-56.3,"MACA_45_CEMML","3/28/2021",133,"Erie Drift Plain",7313,"North_Central_Interior_Beech_Maple_Forest_",10714.0158,"North Central Interior Beech Maple Forest ","CES202.693",4119,83328.2964,0.1286,"percent area",74.4,"Precipitation of Wettest Month","mm"
"bio13",722663,"9.2.4",1,"mean delta",-55.1,"MACA_45_CEMML","3/28/2021",80,"Central Irregular Plains",7310,"North_Central_Interior_Dry_Mesic_Oak_Forest_and_Woodland",7833.2022,"North Central Interior Dry Mesic Oak Forest and Woodland","CES202.046",4116,141605.9334,0.0553,"percent area",99.9,"Precipitation of Wettest Month","mm"
