"Time_Frame_ID","Scenario","system","CEC.ecoregion","Bioclim.Variable","Units","mean zscore","mean(baseline)","mean delta","min delta","max delta","Percent_ecoregion_affected","SqKM_Ecoreg_system","SqKm_ecoregion_affected","Percent_of_Total_Distribution","Percent_system_affected","Total_SqKM_system_BPS","Sys.ID","cec_ID","ScoreDate"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Annual Mean Temperature","C",1.75,14.28,1.33,1.071,1.41,100,496.5543,49655.43,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Isothermality (BIO2/BIO7) (* 100)","Percent",1.06,38.2,2.21,1.82,2.9,16.47,496.5543,8180.2355382,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Mean Temperature of Driest Quarter","C",1.028,19.5289,6.11,5.85,6.37,0.58,496.5543,287.0083854,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Mean Temperature of Wettest Quarter","C",0.923,22.02,7.74,-9.46,11.55,23.7,496.5543,11768.03897742,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Min Temperature of Coldest Month","C",1.94,-1.142,2.26,1.93,2.74,100,496.5543,49655.43,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Precipitation of Coldest Quarter","mm",1.21,143,101,57.4,187,23.12,496.5543,11480.8319703,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Precipitation of Wettest Quarter","mm",1.2,152,101.3,57.4,187,24.28,496.5543,12054.8487411,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Mojave Basin and Range","Temperature Annual Range (BIO5-BIO6)","C",-1.06,32.4,-1.64,-1.71,-1.57,0.87,496.5543,430.5125781,0.18,0.00175748944855547,282536.1486,722895,"10.2.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Annual Mean Temperature","C",1.53,8.55,1.12,1.015,1.17,100,135.3915,13539.15,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Isothermality (BIO2/BIO7) (* 100)","Percent",1.02,32.9,2.14,2.11,2.15,3.57,135.3915,483.5372031,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Mean Temperature of Driest Quarter","C",1.064,18.3901,6.5,5.82,7.13,11.9,135.3915,1611.8358075,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Mean Temperature of Wettest Quarter","C",-1.056,-1.36,-8.484,-8.48,-8.48,1.19,135.3915,161.18358075,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Min Temperature of Coldest Month","C",1.48,-6.796,2.72,2.23,3.16,100,135.3915,13539.15,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Precipitation of Coldest Quarter","mm",1.13,259,175,86.7,335,15.48,135.3915,2095.318854,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","North Cascades","Precipitation of Wettest Quarter","mm",1.15,203,132.4,75,381,39.29,135.3915,5318.990469,0.05,0.000479200628559853,282536.1486,722895,"6.2.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Annual Mean Temperature","C",1.89,8.23,1.3,1.11,1.44,100,46044.0531,4604405.31,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Isothermality (BIO2/BIO7) (* 100)","Percent",1.03,37.1,2.32,1.93,2.6,3.71,46044.0531,170758.97532666,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Mean Temperature of Driest Quarter","C",1.111,16.9124,4.31,1.8,12.11,4.18,46044.0531,192464.141958,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Mean Temperature of Wettest Quarter","C",-0.636,7.84,-3.506,-10.02,11.59,7.3,46044.0531,336084.75238752,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Min Temperature of Coldest Month","C",1.69,-7.457,2.75,1.86,3.54,100,46044.0531,4604405.31,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Precipitation of Coldest Quarter","mm",1.12,155,123,53.5,297,9.57,46044.0531,440457.4119546,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northern Basin and Range","Precipitation of Wettest Quarter","mm",1.11,171,121,52.7,297,10.93,46044.0531,503215.4563299,16.3,0.162966945391426,282536.1486,722895,"10.1.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Annual Mean Temperature","C",1.42,7.37,1.17,1.127,1.24,100,2934.6705,293467.05,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Isothermality (BIO2/BIO7) (* 100)","Percent",1.07,37.7,2.72,2.43,2.95,38.7,2934.6705,113565.2920749,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Mean Temperature of Driest Quarter","C",-0.708,0.0341,-7.7,-14.19,9.06,0.61,2934.6705,1801.887687,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Mean Temperature of Wettest Quarter","C",1.121,12.29,3.82,2.66,4.88,13.76,2934.6705,40378.7183436,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Min Temperature of Coldest Month","C",1.5,-10.928,3.41,2.94,3.94,100,2934.6705,293467.05,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Precipitation of Warmest Quarter","mm",1.05,159,106,78.6,126,3.32,2934.6705,9734.3020485,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Precipitation of Wettest Quarter","mm",1.28,190,134.3,75,219,100,2934.6705,293467.05,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Northwestern Great Plains","Temperature Annual Range (BIO5-BIO6)","C",-1.05,40.7,-2.68,-3.27,-2.26,57.62,2934.6705,169086.9101985,1.04,0.0103868850571569,282536.1486,722895,"9.3.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Annual Mean Temperature","C",1.94,8.6,1.27,1.222,1.35,100,464.3973,46439.73,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Isothermality (BIO2/BIO7) (* 100)","Percent",1.1,43.9,2.86,2.44,3.5,43.8,464.3973,20342.4593292,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Max Temperature of Warmest Month","C",1.05,25.4,1.4,1.32,1.45,3.17,464.3973,1472.139441,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Mean Temperature of Driest Quarter","C",1.317,16.655,2.31,1.3,4.29,64.55,464.3973,29978.2389069,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Min Temperature of Coldest Month","C",1.67,-5.703,2.55,2.12,3.13,100,464.3973,46439.73,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Precipitation of Coldest Quarter","mm",1.4,306,251,86.1,993,100,464.3973,46439.73,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Sierra Nevada","Precipitation of Wettest Quarter","mm",1.4,310,250.7,86.1,993,100,464.3973,46439.73,0.16,0.00164367392385415,282536.1486,722895,"6.2.12","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Snake River Plain","Annual Mean Temperature","C",1.75,8.99,1.36,1.174,1.49,100,19770.723,1977072.3,7,0.0699759060848188,282536.1486,722895,"10.1.8","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Snake River Plain","Mean Temperature of Driest Quarter","C",1.103,20.7724,2.28,1.77,2.94,1.86,19770.723,36852.627672,7,0.0699759060848188,282536.1486,722895,"10.1.8","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Snake River Plain","Mean Temperature of Wettest Quarter","C",0.785,10.79,4.485,-10.84,11.69,8.51,19770.723,168161.8615488,7,0.0699759060848188,282536.1486,722895,"10.1.8","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Snake River Plain","Min Temperature of Coldest Month","C",1.46,-8.598,2.67,1.85,3.19,100,19770.723,1977072.3,7,0.0699759060848188,282536.1486,722895,"10.1.8","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Snake River Plain","Precipitation of Coldest Quarter","mm",1.08,173,127,70.3,202,8.1,19770.723,160123.085577,7,0.0699759060848188,282536.1486,722895,"10.1.8","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Snake River Plain","Precipitation of Wettest Quarter","mm",1.07,162,107.7,63.2,202,12.4,19770.723,245216.277369,7,0.0699759060848188,282536.1486,722895,"10.1.8","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Annual Mean Temperature","C",1.48,5.98,1.27,1.186,1.4,100,7526.6658,752666.58,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Max Temperature of Warmest Month","C",1.12,26.1,1.52,1.3,1.68,74.21,7526.6658,558547.09501878,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Mean Temperature of Driest Quarter","C",1.1,9.5069,8.76,-12.67,16.25,17.75,7526.6658,133568.2112868,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Mean Temperature of Wettest Quarter","C",0.86,12.99,5.274,-11.79,11.87,28.32,7526.6658,213168.72345444,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Min Temperature of Coldest Month","C",1.35,-12.202,1.92,1.01,3.16,97.3,7526.6658,732344.58234,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Precipitation of Warmest Quarter","mm",1.17,178,122.5,63.8,187,21.78,7526.6658,163960.8877872,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southern Rockies","Precipitation of Wettest Quarter","mm",1.16,172,117.8,59.8,187,39.83,7526.6658,299794.6254798,2.66,0.0266396559778121,282536.1486,722895,"6.2.14","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southwestern Tablelands","Annual Mean Temperature","C",1.35,11.54,1.23,1.196,1.33,100,59.4864,5948.64,0.02,0.000210544386248493,282536.1486,722895,"9.4.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southwestern Tablelands","Mean Temperature of Wettest Quarter","C",1.032,20.55,5.636,5.63,5.64,3.12,59.4864,185.895,0.02,0.000210544386248493,282536.1486,722895,"9.4.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southwestern Tablelands","Min Temperature of Coldest Month","C",1.4,-7.055,1.9,1.63,2.62,100,59.4864,5948.64,0.02,0.000210544386248493,282536.1486,722895,"9.4.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southwestern Tablelands","Precipitation of Warmest Quarter","mm",1.2,172,117,90.7,170,100,59.4864,5948.64,0.02,0.000210544386248493,282536.1486,722895,"9.4.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Southwestern Tablelands","Precipitation of Wettest Quarter","mm",1.28,182,123.8,92.1,170,100,59.4864,5948.64,0.02,0.000210544386248493,282536.1486,722895,"9.4.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Annual Mean Temperature","C",1.65,7.33,1.41,1.339,1.48,100,3178.5048,317850.48,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Isothermality (BIO2/BIO7) (* 100)","Percent",1.17,41.7,2.53,1.88,3.12,35.61,3178.5048,113185.92022704,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Mean Temperature of Driest Quarter","C",1.191,12.7906,9.36,2.08,15.64,36.78,3178.5048,116905.406544,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Mean Temperature of Wettest Quarter","C",0.228,12.85,0.955,-10.84,10.3,31.32,3178.5048,99541.55267208,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Min Temperature of Coldest Month","C",1.56,-9.943,2.69,1.4,3.5,100,3178.5048,317850.48,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Precipitation of Coldest Quarter","mm",1.06,348,263,166.3,406,0.98,3178.5048,3102.2206848,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Precipitation of Wettest Quarter","mm",1.06,357,262.8,166.3,406,0.98,3178.5048,3102.2206848,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wasatch and Uinta Mountains","Temperature Annual Range (BIO5-BIO6)","C",-1.04,37,-2.05,-2.24,-1.88,8.2,3178.5048,26047.846836,1.12,0.0112499048909312,282536.1486,722895,"6.2.13","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Annual Mean Temperature","C",1.58,6.03,1.33,1.155,1.48,100,45718.0686,4571806.86,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Isothermality (BIO2/BIO7) (* 100)","Percent",1.04,34.6,2.13,2.02,2.26,0.05,45718.0686,2336.19330546,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Max Temperature of Warmest Month","C",1.02,27.5,1.39,1.35,1.51,2.22,45718.0686,101672.41275954,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Mean Temperature of Driest Quarter","C",0.853,5.2191,8.55,-14.44,17.31,7.25,45718.0686,331318.8431442,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Mean Temperature of Wettest Quarter","C",1.125,12.92,5.462,-11.25,12.32,26.7,45718.0686,1220667.85981314,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Min Temperature of Coldest Month","C",1.27,-13.114,2.28,1.27,3.58,96.1,45718.0686,4393506.39246,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Precipitation of Wettest Quarter","mm",1.24,122,86.4,42.7,190,43.88,45718.0686,2006017.4140308,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Precipitation Seasonality (Coefficient of Variation)","Coefficient Variation",1.05,73.2,42.4,39.8,45.2,0.08,45718.0686,3506.57586162,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Shrubland","Wyoming Basin","Temperature Annual Range (BIO5-BIO6)","C",-1.04,39.4,-2.65,-2.98,-2.26,0.87,45718.0686,39729.0016134,16.18,0.161813165595052,282536.1486,722895,"10.1.4","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Arizona/New Mexico Mountains","Annual Mean Temperature","C",1.42,9.17,1.34,1.314,1.34,100,104.5062,10450.62,0.06,0.000576613019280202,181241.4852,722894,"13.1.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Arizona/New Mexico Mountains","Max Temperature of Warmest Month","C",1.1,28.6,1.53,1.49,1.55,100,104.5062,10450.62,0.06,0.000576613019280202,181241.4852,722894,"13.1.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Arizona/New Mexico Mountains","Mean Temperature of Wettest Quarter","C",1.036,18.3,8.15,7.9,8.56,23.91,104.5062,2499.0567606,0.06,0.000576613019280202,181241.4852,722894,"13.1.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Arizona/New Mexico Mountains","Min Temperature of Coldest Month","C",1.49,-8.45,2.15,2.08,2.33,100,104.5062,10450.62,0.06,0.000576613019280202,181241.4852,722894,"13.1.1","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Annual Mean Temperature","C",1.63,8.43,1.11,0.926,1.22,100,8634.0006,863400.06,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Isothermality (BIO2/BIO7) (* 100)","Percent",1.03,38.7,2.42,2.16,2.64,1.75,8634.0006,15108.63764994,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Max Temperature of Warmest Month","C",1.01,26.6,1.67,1.67,1.67,0.1,8634.0006,889.3020618,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Mean Temperature of Driest Quarter","C",1.096,16.28,2.625,1.49,9.21,8.29,8634.0006,71541.3289716,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Mean Temperature of Wettest Quarter","C",0.369,10.01,1.63,-5.04,6.81,3.65,8634.0006,31548.6381924,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Min Temperature of Coldest Month","C",1.58,-6.17,2.73,2.23,3.2,100,8634.0006,863400.06,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Precipitation of Coldest Quarter","mm",1.11,210,157,83.2,362,17.86,8634.0006,154194.6167154,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Blue Mountains","Precipitation of Wettest Quarter","mm",1.1,218,151,67.9,362,22.34,8634.0006,192883.573404,4.76,0.0476381033319848,181241.4852,722894,"6.2.9","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Annual Mean Temperature","C",1.72,7.88,1.36,1.28,1.43,100,1949.3379,194933.79,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Isothermality (BIO2/BIO7) (* 100)","Percent",1,35.1,2.37,2.37,2.37,0.16,1949.3379,308.97005715,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Mean Temperature of Driest Quarter","C",1.056,20.53,10.744,8.91,12.24,14.74,1949.3379,28731.2913081,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Mean Temperature of Wettest Quarter","C",-0.977,6.42,-5.97,-7.22,4.52,3.96,1949.3379,7723.2767598,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Min Temperature of Coldest Month","C",1.37,-9.44,2.56,1.95,3.24,100,1949.3379,194933.79,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Precipitation of Coldest Quarter","mm",1.11,135,103,73.4,142,2.38,1949.3379,4633.96605588,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Central Basin and Range","Precipitation of Wettest Quarter","mm",1.11,149,105.7,73.4,153,2.85,1949.3379,5555.613015,1.08,0.0107554729969737,181241.4852,722894,"10.1.5","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Colorado Plateaus","Annual Mean Temperature","C",1.7,7.58,1.4,1.257,1.51,100,145.1358,14513.58,0.08,0.000800786860910142,181241.4852,722894,"10.1.6","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Colorado Plateaus","Max Temperature of Warmest Month","C",1.05,30.5,1.59,1.54,1.64,25,145.1358,3628.395,0.08,0.000800786860910142,181241.4852,722894,"10.1.6","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Colorado Plateaus","Mean Temperature of Driest Quarter","C",1.51,3.58,14.296,8.93,17.08,36.61,145.1358,5312.9862306,0.08,0.000800786860910142,181241.4852,722894,"10.1.6","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Colorado Plateaus","Mean Temperature of Wettest Quarter","C",-0.428,12.62,-3.54,-11.37,11.09,18.75,145.1358,2721.29625,0.08,0.000800786860910142,181241.4852,722894,"10.1.6","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Colorado Plateaus","Min Temperature of Coldest Month","C",1.16,-11.36,1.53,1.19,2.15,80.4,145.1358,11668.91832,0.08,0.000800786860910142,181241.4852,722894,"10.1.6","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Columbia Mountains/Northern Rockies","Annual Mean Temperature","C",1.59,7.93,1.12,1.022,1.22,100,874.9701,87497.01,0.48,0.00482764803562755,181241.4852,722894,"6.2.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Columbia Mountains/Northern Rockies","Isothermality (BIO2/BIO7) (* 100)","Percent",1.01,32.7,2.11,2.11,2.11,0.14,874.9701,122.75830503,0.48,0.00482764803562755,181241.4852,722894,"6.2.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Columbia Mountains/Northern Rockies","Max Temperature of Warmest Month","C",1.02,30.1,1.69,1.69,1.69,0.28,874.9701,245.8665981,0.48,0.00482764803562755,181241.4852,722894,"6.2.3","3/28/2021"
1,"rmp_45","Inter_Mountain_Basins_Big_Sagebrush_Steppe","Columbia Mountains/Northern Rockies","Mean Temperature of Driest Quarter","C",0.974,13.36,7.509,-9.8,12.18,14.16,874.9701,12393.9514665,0.48,0.00482764803562755,181241.4852,722894,"6.2.3","3/28/2021"
